,u_userId,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,u_newsCatInterests,u_newsCatDislike,u_newsCatInterestsST,u_click_ca2_news,i_docId,i_s_sourceId,i_regionEntity,i_cat,i_entities,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_pl,e_rn,e_section,e_et,label,cillabel,pro
4392,182021,11,17,14,17,9,39^21,0,sdv-pii-6gsbf,sdv-pii-0wzsk,sdv-pii-anuhg,645e57afbbafce5159ab7fe956837c40103f33c9,3187,212,sdv-pii-s8eo1,0,4,11,20,1421,6,2942,2,1,202206081598,-1,-1,0
4393,159464,10,15,14,17,7,78^220^62^199^169,0,sdv-pii-zk61e,sdv-pii-m4s8w,sdv-pii-npr9y,206f7bc13ec7c6b136ab04106853d8c6e31fbffd,0,122,sdv-pii-rj0yz,8,0,13,18,1147,5,1942,2,0,202206081770,-1,-1,0
4394,125481,16,17,14,17,4,96^168^112^199^112,0,sdv-pii-66mhm,sdv-pii-vd2vj,sdv-pii-h3nrs,ae7772568940737c8c2b76d6acc8c18836fe51ba,114,185,sdv-pii-zimi7,0,0,13,18,666,10,188,4,0,202206081327,-1,-1,0
4395,191610,14,17,16,17,2,219^35^140^50^199,0,sdv-pii-69b5e,sdv-pii-qknut,sdv-pii-je3tw,335cda347fde308609b45312567b56dfe6fa9935,165,184,sdv-pii-71ffa,0,2,13,20,777,4,672,2,0,202206080368,-1,-1,0
4396,123008,11,17,14,17,3,168^203^65^102^0,0,sdv-pii-do0dh,sdv-pii-cphjm,sdv-pii-s3lux,14cbe3735e6fd61add145586131b3cab9eb4280b,1715,212,sdv-pii-lllsh,0,1,13,19,109,14,490,2,0,202206080716,-1,-1,0
4397,147045,16,17,14,17,6,177^206^16^211^30,0,sdv-pii-xfdkx,sdv-pii-8mm5r,sdv-pii-gztx5,c3ea3d25eb8fb5ccb6b025a28e83a6fdac199606,2010,111,sdv-pii-c07vy,1,9,13,15,443,5,238,9,0,202206081547,-1,-1,0
4398,186925,14,17,14,17,4,108^211^16^199^65,0,sdv-pii-de5m8,sdv-pii-ve5vn,sdv-pii-wwxak,645e57afbbafce5159ab7fe956837c40103f33c9,1325,203,sdv-pii-nnirx,0,2,14,18,486,10,2307,2,0,202206081771,-1,-1,0
4399,155729,14,14,16,15,0,17^168^108^21^86,0,sdv-pii-ion7g,sdv-pii-p96ve,sdv-pii-1w7f9,2bc2357228735028a48afeb8fc890e43a14f78bd,2978,136,sdv-pii-loxug,0,0,13,20,316,9,894,4,1,202206081462,-1,-1,0
4400,151588,11,17,10,11,7,112^199^98^98^98,0,sdv-pii-i9w5b,sdv-pii-muqa0,sdv-pii-2n97v,58ad3133d62eb8b16254077e49ece31be9c8e306,455,173,sdv-pii-rq9e0,0,9,13,19,916,14,2876,2,0,202206081692,-1,-1,0
4401,226236,11,17,14,11,7,171^25^0^216^195,0,sdv-pii-lz1ps,sdv-pii-itvrb,sdv-pii-vhnrx,c3f2bb7a790552e3516456f1064065cc1d2acdd0,0,67,sdv-pii-s8vcz,3,0,13,17,467,20,1495,2,0,202206081012,-1,-1,0
4402,210364,14,17,10,17,6,206^213^25^27^96,0,sdv-pii-l6wcn,sdv-pii-g9ci1,sdv-pii-t82e5,c07287c465dc24013ec0d11a16ec6b4fb88658be,3187,113,sdv-pii-z1u5w,9,0,11,14,766,6,1925,4,0,202206081790,-1,-1,0
4403,224260,10,17,10,17,4,65^0^63^65^98,0,sdv-pii-lya30,sdv-pii-s6dxi,sdv-pii-k6yk4,39c20be9cce448a7128ede705bc005bbd0a60a63,2529,62,sdv-pii-yznnp,1,9,14,14,154,11,14,3,0,202206081248,-1,-1,0
4404,218145,10,11,14,11,0,65^152^16^168^199,0,sdv-pii-0bmot,sdv-pii-b6eak,sdv-pii-nw2qf,335cda347fde308609b45312567b56dfe6fa9935,2571,108,sdv-pii-9dm94,2,0,11,14,503,11,2586,2,0,202206080765,-1,-1,0
4405,261658,10,16,11,17,0,112^98^78^57^213,0,sdv-pii-kprzf,sdv-pii-12ril,sdv-pii-e5ngh,0c7b8bcc1e8278af017da03e410f0d34954df254,4,139,sdv-pii-rb40g,9,0,11,20,1427,4,2874,4,0,202206080537,-1,-1,0
4406,132271,10,17,14,16,0,171^199^86^26^169,0,sdv-pii-mtvsa,sdv-pii-crg3d,sdv-pii-v9uz4,58ad3133d62eb8b16254077e49ece31be9c8e306,0,120,sdv-pii-hou8u,0,9,13,20,273,10,2488,2,0,202206082017,-1,-1,0
4407,194786,14,17,14,17,9,168^112^216^171^0,0,sdv-pii-yq9as,sdv-pii-ifl0x,sdv-pii-c7f63,58f6c6757dd0d0b121c3fdf7c393d5fff7edb661,3010,159,,3,2,13,20,48,3,1690,4,1,202206081609,-1,-1,0
4408,222789,16,17,16,17,4,173^199^213^96^39,0,sdv-pii-3xg9g,sdv-pii-2pgb6,sdv-pii-blq4e,3a705744387ea91d68ce6b8172b528c53df49185,3187,164,sdv-pii-kfpy8,9,4,11,18,468,4,372,2,1,202206082033,-1,-1,0
4409,182371,14,17,14,17,9,49^0^65^216^65,0,sdv-pii-b2gv0,sdv-pii-ja25a,sdv-pii-48nng,162029dae0246359066f4040d2173a1b8fa4bfa0,602,177,sdv-pii-ogqot,2,9,13,20,521,12,1691,3,0,202206082290,-1,-1,0
4410,170849,11,11,14,10,9,112^85^112^112^102,0,sdv-pii-s8c9a,sdv-pii-qoue5,sdv-pii-5ehz7,14cbe3735e6fd61add145586131b3cab9eb4280b,833,211,,0,9,11,13,1100,12,1533,2,1,202206081507,-1,-1,0
4411,176553,15,16,14,10,0,171^0^199^98^177,0,sdv-pii-pmoid,sdv-pii-w031h,sdv-pii-wprwb,9959f2ef265e8c0d277f00e7dc06290698cdf089,0,152,sdv-pii-gstkq,0,0,13,20,1149,9,2827,2,1,202206081013,-1,-1,0
4412,260615,11,17,14,11,7,98^78^98^98^49,0,sdv-pii-c3ara,sdv-pii-i8pnd,sdv-pii-3f7xy,3a705744387ea91d68ce6b8172b528c53df49185,561,139,sdv-pii-dt8fc,4,2,13,15,1187,7,3030,2,1,202206081427,-1,-1,0
4413,138908,10,16,14,16,0,86^65^199^63^109,0,sdv-pii-tbx9a,sdv-pii-ww9gv,sdv-pii-n38gm,772b4a2593c3aa2590291f25d4bbc463a9ac49a2,3187,176,sdv-pii-4jn87,0,9,13,14,352,4,1360,13,0,202206082243,-1,-1,100
4414,120668,10,15,14,10,0,65^65^0^210^10,0,sdv-pii-t1qyv,sdv-pii-5d35j,sdv-pii-xtwgn,58ad3133d62eb8b16254077e49ece31be9c8e306,762,220,sdv-pii-k2sv3,0,9,13,15,228,11,3113,2,0,202206081747,-1,-1,0
4415,280216,16,17,14,17,4,78^98^98^0^98,0,sdv-pii-9h9zt,sdv-pii-bajw6,sdv-pii-bq7j9,df3210327d223535734a1363d5f823b7256e634b,0,145,sdv-pii-w2ese,3,5,13,16,939,18,1817,2,0,202206080967,-1,-1,0
4416,190171,14,17,14,17,9,65^65^168^123^21,0,sdv-pii-aw7io,sdv-pii-pv3lm,sdv-pii-x8uho,645e57afbbafce5159ab7fe956837c40103f33c9,1200,151,sdv-pii-om6xt,1,0,13,17,421,4,2385,2,1,202206082327,-1,-1,0
4417,229025,15,17,14,11,0,50^65^123^0^65,0,sdv-pii-r616i,sdv-pii-u5fff,sdv-pii-86bf5,2f00f8273f3e8e39e5d5b237b4223e8a08856524,107,171,sdv-pii-mpgw2,8,0,13,12,1058,6,1399,7,0,202206080690,-1,-1,0
4418,190402,16,17,14,17,6,171^78^98^112^143,0,sdv-pii-f3fwx,sdv-pii-7640j,sdv-pii-v2dee,73d272f209161b6f831f4471cba4bf0ec88e528e,565,144,sdv-pii-u5vja,3,5,14,19,42,8,2489,2,1,202206082109,1,-1,100
4419,144513,14,11,14,17,8,78^98^98^10^199,0,sdv-pii-w10df,sdv-pii-p02dr,sdv-pii-y61p6,92be8cba0b4f8f8238e8d3362c85a310f4276f8d,642,18,sdv-pii-rze0u,9,3,13,12,370,4,1497,4,0,202206080727,-1,-1,0
4420,128960,14,17,14,14,0,171^0^203^168^205,0,sdv-pii-a6yl8,sdv-pii-v3oaw,sdv-pii-1dzw7,772b4a2593c3aa2590291f25d4bbc463a9ac49a2,2210,42,sdv-pii-31oca,9,3,13,15,175,5,2981,2,1,202206082265,-1,-1,0
4421,189131,15,17,16,17,0,65^65^0^210^10,0,sdv-pii-x0jlb,sdv-pii-a5emk,sdv-pii-c5owb,58ad3133d62eb8b16254077e49ece31be9c8e306,0,130,sdv-pii-8nfwj,0,9,13,20,1050,13,1323,2,0,202206081755,-1,-1,0
4422,170605,10,10,11,15,9,0,0,sdv-pii-euyjf,sdv-pii-twv8f,sdv-pii-fgpdx,a7d8f3492b4b80d8e5a8ce5855fb7d129ec7b2b3,15,177,sdv-pii-tnttw,0,7,13,18,819,6,2902,3,0,202206081561,-1,-1,0
4423,259917,14,17,14,17,5,98^199^112^78^98,0,sdv-pii-10s3y,sdv-pii-tfbvf,sdv-pii-j9qnu,772b4a2593c3aa2590291f25d4bbc463a9ac49a2,1,147,sdv-pii-5liz1,3,7,13,20,605,10,1840,2,1,202206081858,-1,-1,0
4424,219009,14,17,14,17,9,216^98^98^213^199,0,sdv-pii-temjf,sdv-pii-l2xhm,sdv-pii-g7tby,3c72d47f81d80e7789e7f71525795b282f4f18a8,61,180,sdv-pii-ojv1c,7,0,13,15,707,3,250,3,1,202206082219,-1,-1,0
4425,159788,16,17,14,17,9,117^169^219^86^199,0,sdv-pii-2q72f,sdv-pii-zbl42,sdv-pii-ya6x5,e63500d24701ff7443656516d7f95268adfc9632,3187,188,sdv-pii-iomzl,3,2,13,12,602,7,1760,4,0,202206081146,-1,-1,100
4426,237615,10,16,14,17,6,78^98^98^213^57,0,sdv-pii-9kk2j,sdv-pii-1rrys,sdv-pii-klpty,7641b2761cee701b42acba37361a7cc417e69c74,9,199,sdv-pii-uikrs,2,8,13,17,1183,8,1216,2,0,202206082157,-1,-1,0
4427,202004,11,17,14,17,5,65^0^63^65^98,0,sdv-pii-z7sog,sdv-pii-iiahb,sdv-pii-0mf9d,645e57afbbafce5159ab7fe956837c40103f33c9,3187,206,sdv-pii-kp0ak,0,1,13,19,1348,7,1469,2,0,202206082307,-1,-1,0
4428,192359,13,11,14,10,0,20^168^218^112,0,sdv-pii-825zr,sdv-pii-7k1x1,sdv-pii-uvat7,1eba881ea576fc05dfe457dd2111cd1505caa5a8,2569,173,sdv-pii-rfugz,4,9,11,16,319,2,2708,3,1,202206081670,-1,-1,0
4429,232609,16,16,14,11,7,98^98^78^98^213,0,sdv-pii-hencr,sdv-pii-k47ir,sdv-pii-3x658,14cbe3735e6fd61add145586131b3cab9eb4280b,3187,117,sdv-pii-54zkd,4,7,13,20,1396,4,1662,2,0,202206081766,-1,-1,0
4430,247697,11,17,14,17,9,86^86^86^67^199,0,sdv-pii-qccnx,sdv-pii-pucb2,sdv-pii-4if3r,db8f96150d0994b8829f81245777be46b3d1e8b6,4,153,sdv-pii-48vwm,2,9,13,15,319,9,250,2,1,202206081775,-1,-1,0
4431,200730,16,17,14,17,2,98^10^65^173^65,0,sdv-pii-6ipi7,sdv-pii-yem82,sdv-pii-srzw4,649d02b90c5b67640c52888c4b91200d886cba83,136,198,sdv-pii-qftku,0,1,10,17,1418,4,2135,2,1,202206081685,-1,-1,0
4432,168887,16,17,14,11,0,171^0^100^182^59,0,sdv-pii-kz9q8,sdv-pii-09tvg,sdv-pii-zg3kf,3a705744387ea91d68ce6b8172b528c53df49185,209,189,sdv-pii-uus8j,5,1,13,17,585,9,1152,2,0,202206080992,-1,-1,0
4433,160327,10,17,14,17,0,16^63^168^220^142,0,sdv-pii-eaoi6,sdv-pii-jq72h,sdv-pii-qj6gu,c79f10cf00438f227d16311908a4e5484ed18dda,3187,161,sdv-pii-2r12q,0,8,13,20,903,10,832,5,0,202206080700,-1,-1,0
4434,194938,10,16,16,16,2,10^168^44^96^191,161,sdv-pii-95rbg,sdv-pii-70amc,sdv-pii-8kjy6,7c660d6a3deaa17bc11329e02198c3c68c273264,907,158,sdv-pii-dszfs,3,4,14,17,1104,5,1240,2,0,202206080473,-1,-1,0
4435,196535,16,17,14,17,5,168^65^199^157^194,0,sdv-pii-uf0r5,sdv-pii-mzlms,sdv-pii-tstnr,436e73013ef1a2604c91f765d8e6424460d09a17,3187,101,sdv-pii-z2w9b,0,5,13,16,407,6,1232,4,0,202206081777,-1,-1,0
4436,167394,14,16,14,16,0,206^16^220^168^25,0,sdv-pii-ryu3k,sdv-pii-qvruc,sdv-pii-yksrs,8dbba6fa7798c385124ff591904f7dac1c2036c1,0,108,sdv-pii-7n3dk,0,2,11,18,1434,5,3049,4,0,202206081842,-1,-1,0
4437,196721,14,11,14,17,6,50^65^106^81^15,0,sdv-pii-bvob8,sdv-pii-26e3o,sdv-pii-v15ax,9c4c4e2467684537554e425a08ef61f0cfee9e7c,0,13,sdv-pii-3u43c,3,0,11,12,363,4,2741,2,1,202206081861,-1,-1,100
4438,144723,15,17,14,17,7,216^0^171^49^136,0,sdv-pii-r4sg8,sdv-pii-tpwaa,sdv-pii-b9fng,d006af16268ae117dda4ac0d6ab6838afdf40533,53,215,,0,0,13,20,776,15,2483,2,1,202206081668,1,-1,0
4439,142074,14,17,14,17,0,171^216^117^65^16,0,sdv-pii-l90wf,sdv-pii-6m67n,sdv-pii-06wnm,772b4a2593c3aa2590291f25d4bbc463a9ac49a2,1,161,sdv-pii-pyxb1,9,0,13,20,835,12,2385,2,1,202206081193,-1,-1,0
4440,240292,16,17,14,17,4,100^171^216^168^169,0,sdv-pii-bwl6l,sdv-pii-493k5,sdv-pii-4fw8h,7688083b3c33431c515273d1b258094d55b4cc5d,13,173,sdv-pii-h8x0l,4,2,14,20,331,8,1307,2,0,202206082082,-1,-1,0
4441,199283,14,16,16,17,5,173^218^109^51^21,0,sdv-pii-ajfzn,sdv-pii-drp9w,sdv-pii-yu0qp,73d272f209161b6f831f4471cba4bf0ec88e528e,0,27,sdv-pii-8b0dw,7,3,13,14,410,13,669,2,1,202206081542,-1,-1,0
4442,107928,15,16,16,16,5,213^96^0^109^96,0,sdv-pii-r5bbe,sdv-pii-n3d69,sdv-pii-vk6w2,fc832e8e0595603e2ad83130fa1a40746c393984,0,20,,2,0,13,19,120,5,764,2,0,202206081043,-1,-1,20
4443,266838,16,11,14,11,9,65^0^63^65^98,161,sdv-pii-zigyb,sdv-pii-hn3md,sdv-pii-j5yds,c07287c465dc24013ec0d11a16ec6b4fb88658be,2704,192,sdv-pii-8tebf,4,6,14,13,626,5,452,6,0,202206080409,1,-1,0
4444,272583,11,17,14,17,4,216^98^98^213^199,0,sdv-pii-u7014,sdv-pii-e19eu,sdv-pii-5vemq,a7d8f3492b4b80d8e5a8ce5855fb7d129ec7b2b3,40,133,sdv-pii-hls7n,7,0,13,14,477,7,806,2,0,202206081172,-1,-1,0
4445,281662,10,17,14,17,6,112^78^98^98^112,0,sdv-pii-ozcip,sdv-pii-xh7nu,sdv-pii-toxw4,b03e9739ced900576274991281d3a47ae3acd3cb,3178,175,sdv-pii-7ek80,0,0,13,20,583,6,1492,3,0,202206081861,-1,-1,0
4446,180698,10,17,14,15,5,50^219^10^173^114,0,sdv-pii-xgsnj,sdv-pii-2y5rx,sdv-pii-rybpe,7688083b3c33431c515273d1b258094d55b4cc5d,486,216,sdv-pii-zc0h0,0,9,13,20,268,11,3135,2,0,202206082052,-1,-1,0
4447,173712,16,17,14,17,3,78^44^112^98^17,0,sdv-pii-ilk7s,sdv-pii-oktqg,sdv-pii-o3wmd,7777acb78ea9b20f9a5c1084f4325f6d67c3c0e2,0,200,sdv-pii-v9aeq,0,5,13,17,279,5,1602,2,0,202206081538,1,-1,0
4448,259336,15,17,16,17,4,168^203^112^112^86,0,sdv-pii-0ye2s,sdv-pii-4471d,sdv-pii-vi73k,0dea855e6e3ebbd683a009da861558a52312adbe,0,43,sdv-pii-2fo00,1,5,13,9,776,9,3064,2,0,202206080657,1,-1,0
4449,148505,16,17,14,17,9,27^27^27^98^27,0,sdv-pii-zf20k,sdv-pii-sp3pk,sdv-pii-aujnw,c79f10cf00438f227d16311908a4e5484ed18dda,2996,128,sdv-pii-epx6j,1,6,13,20,216,14,1963,3,1,202206080429,-1,-1,0
4450,206351,16,17,10,17,4,199^78^140^169^112,0,sdv-pii-vk5kp,sdv-pii-w7pqv,sdv-pii-u1tih,02eb15f802548d01fb3dd28821b1d8ddba3c16c0,1604,219,sdv-pii-wqsrq,3,0,13,17,656,9,2165,2,0,202206081641,1,-1,100
4451,159785,15,17,14,17,7,78^169^98^27^65,0,sdv-pii-8h8g8,sdv-pii-5vwzz,sdv-pii-jgvhq,e9b246565ea0affb4340f5ce05711f06c0a579a1,3187,209,sdv-pii-j62km,0,0,13,14,879,4,784,7,0,202206081958,-1,-1,0
4452,162721,10,16,16,16,5,112,0,sdv-pii-eq4c4,sdv-pii-j6j42,sdv-pii-laksk,20f2dccfc6385cd39c86ce8988673c49e3729591,19,170,sdv-pii-yy9lp,2,9,13,19,676,1,2881,3,0,202206082318,-1,-1,0
4453,278210,16,17,16,16,2,65^153^59^78^98,0,sdv-pii-n0vji,sdv-pii-ozse8,sdv-pii-x120q,0dea855e6e3ebbd683a009da861558a52312adbe,3187,113,sdv-pii-jcqol,0,5,13,15,216,11,2978,2,0,202206080581,-1,-1,0
4454,241677,10,17,14,17,7,65^220^168^50^155,0,sdv-pii-kc5j4,sdv-pii-2xlj3,sdv-pii-4boa0,645e57afbbafce5159ab7fe956837c40103f33c9,3187,122,sdv-pii-q1fca,0,0,11,20,1051,8,1602,2,0,202206080475,-1,-1,0
4455,259431,14,17,14,17,9,25^65^65^88^0,98^108,sdv-pii-rx59x,sdv-pii-djge8,sdv-pii-3x22d,a7d8f3492b4b80d8e5a8ce5855fb7d129ec7b2b3,2,138,sdv-pii-2xlj9,0,8,13,14,205,4,2008,2,0,202206081161,-1,-1,0
4456,238474,16,17,14,17,5,219^0,0^0,sdv-pii-hn2vt,sdv-pii-djahv,sdv-pii-vqr0m,645e57afbbafce5159ab7fe956837c40103f33c9,12,176,,0,9,13,13,254,9,1508,2,1,202206080614,-1,-1,0
4457,268575,11,17,14,16,9,171^220^169^79^216,0,sdv-pii-tdfow,sdv-pii-jcd3w,sdv-pii-o425w,ef898ac77b23e99f655cadb2a77d2043eb73b289,2967,80,sdv-pii-p8x6a,0,0,13,12,1308,6,1265,8,0,202206081290,-1,-1,0
4458,133633,14,16,11,17,9,171^192^59^98^86,0,sdv-pii-agydf,sdv-pii-u986d,sdv-pii-08wyh,39c20be9cce448a7128ede705bc005bbd0a60a63,117,61,sdv-pii-jrulf,4,0,13,15,334,11,1284,10,0,202206082314,-1,-1,0
4459,224136,16,17,14,17,7,168^112^171^203^112,0,sdv-pii-roxek,sdv-pii-lhus8,sdv-pii-8euu0,9c4c4e2467684537554e425a08ef61f0cfee9e7c,2,204,sdv-pii-n7ufc,1,9,14,16,641,6,694,2,0,202206082206,-1,-1,0
4460,135863,16,17,16,17,8,171^78^98^112^143,0,sdv-pii-lijg1,sdv-pii-2ck0q,sdv-pii-sr79v,64d45fb078aef1445d18ffad7e2ccd4a1de0cba4,1855,117,sdv-pii-vbsom,0,8,11,20,1299,16,2277,2,0,202206080833,1,-1,0
4461,249366,11,17,14,17,8,16^39^220^0^142,0,sdv-pii-ha2w1,sdv-pii-lopl6,sdv-pii-04d5w,3c798f18c4dc37df90e15b5faf9be6c915488aa0,8,205,sdv-pii-sohi9,0,9,11,11,966,6,1379,2,0,202206082309,-1,-1,0
4462,213750,14,17,14,17,4,78^0^8^98^98,0,sdv-pii-abrq6,sdv-pii-rqtrb,sdv-pii-pb4ys,7688083b3c33431c515273d1b258094d55b4cc5d,0,65,sdv-pii-9d32d,9,9,13,18,431,7,883,3,0,202206080957,-1,-1,0
4463,194769,15,17,14,11,5,78^8^98^0^10,0,sdv-pii-79vhc,sdv-pii-p1r47,sdv-pii-u8ngz,649d02b90c5b67640c52888c4b91200d886cba83,65,68,sdv-pii-smn8h,0,0,11,18,223,9,1649,2,0,202206081609,-1,-1,100
4464,268975,16,17,10,17,0,98^98^78^112^98,0,sdv-pii-y2tpj,sdv-pii-r36rq,sdv-pii-845tq,d6e098d48961d23729d1250e2ac5ac00d696edb6,2195,155,sdv-pii-2qpc8,0,9,13,20,1066,10,1284,2,0,202206082228,-1,-1,0
4465,250475,10,15,16,15,0,219^207^65^65^65,0,sdv-pii-bwmwf,sdv-pii-gjkhp,sdv-pii-vvdbk,a6f40e36a4df17eb23baceafa8b8a839ff05d4fa,2337,172,sdv-pii-rs9qq,0,9,13,19,790,3,320,4,0,202206082111,1,-1,0
4466,120906,16,17,14,17,9,86^191^96^36^98,0,sdv-pii-1kr8f,sdv-pii-0vdy7,sdv-pii-dne12,97d58363741b39e8d6fce7921d93f90aa31985f2,3187,142,sdv-pii-3zwb1,0,6,13,19,547,3,909,2,0,202206080732,-1,-1,0
4467,157149,10,17,14,17,9,10^168^44^96^191,0,sdv-pii-zb5j6,sdv-pii-1qljf,sdv-pii-l0exx,f8522f3692a0433a305f37d32b16e94df3d6cc22,437,93,sdv-pii-z99wn,0,0,11,15,1299,9,577,2,0,202206082116,-1,-1,0
4468,205567,14,11,14,17,9,98^78^98^98^112,0,sdv-pii-y4jln,sdv-pii-j8r27,sdv-pii-yn17l,645e57afbbafce5159ab7fe956837c40103f33c9,324,155,sdv-pii-6goed,0,9,13,15,1331,8,2993,2,0,202206081785,-1,-1,0
4469,107402,16,17,10,17,7,57^199^25^56^131,0,sdv-pii-ciwdy,sdv-pii-e5fgy,sdv-pii-5gmfk,e37f1f0371310264d7f9084a5bc9d4832c9ba868,2023,71,sdv-pii-fbouy,0,9,13,18,507,10,2278,5,1,202206080582,-1,-1,0
4470,286085,14,17,14,17,4,98^220^98^152^98,0,sdv-pii-gj6yf,sdv-pii-b8l9h,sdv-pii-frsol,14cbe3735e6fd61add145586131b3cab9eb4280b,2963,18,sdv-pii-8bodu,0,5,13,18,865,6,2237,6,0,202206081986,-1,-1,0
4471,242135,16,17,10,17,7,98^169^98^98^117,0,sdv-pii-cfuap,sdv-pii-u161x,sdv-pii-dylzo,5e318cad5de5b56ae41d7a5163591154a312a9c5,3187,220,sdv-pii-gre2y,7,5,13,17,585,18,150,2,0,202206082088,-1,-1,0
4472,131637,11,11,14,11,4,0,0,sdv-pii-vhqeg,sdv-pii-20dg9,sdv-pii-re3cf,1eba881ea576fc05dfe457dd2111cd1505caa5a8,0,124,sdv-pii-mkxzj,4,1,14,20,1313,8,2126,2,0,202206081174,-1,-1,0
4473,207477,14,11,14,17,3,171^0^199^98^177,0,sdv-pii-hbwmk,sdv-pii-6qi8v,sdv-pii-h34ny,3a705744387ea91d68ce6b8172b528c53df49185,7,218,sdv-pii-9ovx7,0,2,13,20,1352,2,1417,3,0,202206081999,-1,-1,0
4474,254409,11,17,14,17,9,171^216^0^98^199,0,sdv-pii-xewyg,sdv-pii-cect4,sdv-pii-jioo3,645e57afbbafce5159ab7fe956837c40103f33c9,1386,49,sdv-pii-3jdyu,0,2,11,18,211,6,1076,2,1,202206082034,-1,-1,0
4475,227302,14,17,14,17,2,78^0^98^98^171,0,sdv-pii-o696e,sdv-pii-8x3nn,sdv-pii-f8cj5,c4d3ed25402e08c1d3633c806bc0987219a36edb,1236,166,sdv-pii-ahj0c,0,0,13,20,301,14,316,2,0,202206081769,-1,-1,0
4476,277366,15,16,14,17,0,98^169^98^98^117,0,sdv-pii-xtedy,sdv-pii-yhspg,sdv-pii-zqfjj,772b4a2593c3aa2590291f25d4bbc463a9ac49a2,0,65,,0,6,14,18,994,12,687,2,0,202206082320,-1,-1,0
4477,168390,16,17,14,15,6,96^168^112^199^112,0,sdv-pii-krgjd,sdv-pii-xessb,sdv-pii-gd5kj,5727478a05b7dfdaaa1f414f9d4eb42932b9e466,3104,116,sdv-pii-33p0l,0,0,13,17,1366,4,471,4,0,202206081095,-1,-1,40
4478,190337,11,17,10,17,7,65^86^86^65^111,0,sdv-pii-clova,sdv-pii-n0uc7,sdv-pii-cop0l,649d02b90c5b67640c52888c4b91200d886cba83,14,202,sdv-pii-o2n4s,0,8,13,20,549,11,2377,6,0,202206081661,-1,-1,0
4479,228732,15,17,10,17,0,16^63^168^220^142,0,sdv-pii-2rpw8,sdv-pii-0j7nm,sdv-pii-0usw6,645e57afbbafce5159ab7fe956837c40103f33c9,52,84,sdv-pii-yapdh,0,9,11,19,1267,9,738,2,1,202206081618,-1,-1,0
4480,126329,10,17,14,17,6,86^67^15^15^88,0,sdv-pii-0pwzo,sdv-pii-c6mdu,sdv-pii-q51un,9769362253d52c96848528177fba72595768e4f4,0,42,sdv-pii-wyq8p,0,0,13,18,1126,10,2216,3,1,202206081551,1,-1,40
4481,164249,16,17,10,17,2,171^10,0,sdv-pii-tq66x,sdv-pii-zlyfk,sdv-pii-0m0dq,c3f2bb7a790552e3516456f1064065cc1d2acdd0,1,197,sdv-pii-ms6a9,0,9,13,20,413,6,1765,2,0,202206080772,-1,-1,0
4482,272368,11,17,10,17,6,54^43^211^207^65,0,sdv-pii-pd4rc,sdv-pii-xcq2j,sdv-pii-4pam0,db3897323724dae8951e29f7139818bf7d96900c,540,209,sdv-pii-bs0xy,4,8,13,19,656,11,313,3,0,202206081915,-1,-1,0
4483,143139,14,16,14,11,9,86^17^112^152^0,0,sdv-pii-6rywr,sdv-pii-ikpww,sdv-pii-y6avj,c0d461f45e0dc39b795f74dc753b9c92541bfc99,903,196,sdv-pii-6xp4o,0,9,13,15,683,9,1264,4,0,202206081173,-1,-1,0
4484,186687,14,17,14,17,5,86^88^45^86^119,0,sdv-pii-4zuuv,sdv-pii-f8sju,sdv-pii-kjs52,f8640277ed0da3c8aa27259ffb6cad9b308ebf1d,3147,81,sdv-pii-m354n,0,9,13,19,655,8,2929,2,0,202206082327,-1,-1,0
4485,267438,14,17,14,17,0,98^78^65^98^98,0,sdv-pii-cas1f,sdv-pii-48x9n,sdv-pii-jphmp,06c915cccebc58492214cd3122da3d2812065249,3187,109,sdv-pii-a9v64,0,0,11,19,169,15,1239,2,1,202206081570,-1,-1,0
4486,113257,10,17,14,12,0,157,98^108,sdv-pii-vwq6d,sdv-pii-iaczg,sdv-pii-05prf,0c7b8bcc1e8278af017da03e410f0d34954df254,245,29,sdv-pii-4g5pd,4,9,13,20,212,16,122,2,0,202206081296,-1,-1,0
4487,215858,14,17,14,17,7,168,0,sdv-pii-71tr6,sdv-pii-hgjmv,sdv-pii-xi5vw,8dbba6fa7798c385124ff591904f7dac1c2036c1,15,132,sdv-pii-lm1au,9,6,14,19,1410,21,2942,2,0,202206082114,-1,-1,0
4488,102197,10,11,14,15,0,78^98^98^0^98,0,sdv-pii-et02f,sdv-pii-hez4y,sdv-pii-fpbz9,97d58363741b39e8d6fce7921d93f90aa31985f2,121,38,sdv-pii-iftkm,0,9,14,19,1240,15,2670,2,1,202206080854,-1,-1,100
4489,250339,13,17,14,17,0,168,0,sdv-pii-012fq,sdv-pii-ee4n0,sdv-pii-6yu56,e9b246565ea0affb4340f5ce05711f06c0a579a1,2248,60,sdv-pii-k5b0f,2,9,13,18,826,6,1670,3,0,202206081755,-1,-1,0
4490,274007,10,16,14,17,9,27^27^27^98^27,0,sdv-pii-3n12x,sdv-pii-agjrt,sdv-pii-j0ztp,645e57afbbafce5159ab7fe956837c40103f33c9,1477,87,sdv-pii-gnj7z,0,0,13,19,377,16,2244,2,0,202206082065,-1,-1,0
